"""Procedimento"";""Quantidade aprovada"";""Valor aprovado"""
"""0303090138 TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE"";38362;5633056,93"
"""0303090146 TRATAMENTO CONSERVADOR DE FRATURA DE COSTELAS"";117;2164,51"
"""0303090170 TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS DA FACE"";679;10275,34"
"""0303090189 TRATAMENTO CONSERVADOR DE FRATURA DO ESTERNO"";3;-"
"""0303090197 TRATAMENTO CONSERVADOR DE FRATURA DOS ANEIS PELVICOS"";2646;377195,91"
"""0303090200 TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZACAO"";25507;-"
"""0303090227 TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM IMOBILIZACAO"";18801;-"
"""0303090235 TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE"";13401;2651446,39"
"""0303090243 TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA S/ IMOBILIZACAO"";509;4414,69"
"""0303090294 TRATAMENTO CONSERVADOR DE LUMBAGO OU DORSALGIA REFRATARIOS"";158;1690,57"
"""0303090316 TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS"";106425;19866003,12"
"""0303100010 TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO"";133931;20836815,99"
"""0303100028 TRATAMENTO DE ECLAMPSIA"";7832;968875,56"
"""0303100036 TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO"";73865;9257744,38"
"""0303100044 TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ"";1282043;146600343,31"
"""0303100052 TRATAMENTO DE MOLA HIDATIFORME"";1812;132409,60"
"""0303110015 TRATAMENTO DAS MALFORMACOES E DEFORMIDADES CONGENITAS DO SISTEMA OSTEOMUSCULAR"";12355;1941300,04"
"""0303110023 TRATAMENTO DE ANOMALIAS CROMOSSOMICAS NAO CLASSIFICADAS EM OUTRA PARTE"";2520;692094,06"
"""0303110031 TRATAMENTO DE ESPINHA BIFIDA"";1479;467840,75"
"""0303110040 TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO"";44532;30339490,87"
"""0303110058 TRATAMENTO DE FENDA LABIAL E/OU FENDA PALATINA"";3180;1202047,72"
"""0303110066 TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO URINARIO"";5492;1684545,43"
"""0303110074 TRATAMENTO DE MALFORMACOES CONGENITAS DOS ORGAOS GENITAIS"";2233;492987,87"
"""0303110082 TRATAMENTO DE NEUROFIBROMATOSE"";487;97039,42"
"""0303110090 TRATAMENTO DE OUTRAS ANOMALIAS CONGENITAS DO SISTEMA NERVOSO"";6078;1962295,00"
"""0303110104 TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS"";8443;1663186,34"
"""0303110112 TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS DO APARELHO DIGESTIVO"";10281;3818930,23"
"""0303120037 TRATAMENTO DE HIPERTIROIDISMO"";27;1326,08"
"""0303120045 TRATAMENTO DE CARDIOTOXICOSE POR HIPERTIROIDISMO (ATE 50 MCI)"";5;198,38"
"""0303120061 TRATAMENTO DE HIPERTIREOIDISMO (PLUMMER - ATE 30 MCI)"";13;6744,24"
"""0303120070 TRATAMENTO DE HIPERTIREOIDISMO GRAVES"";28;11240,62"
"""0303130016 ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS EXTERNAS"";601699;39834034,74"
"""0303130024 ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES CARDIOVASCULARES"";1293433;96790287,48"
"""0303130032 ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS"";361099;26545668,83"
"""0303130040 TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES DECORRENTES DA AIDS"";191286;23566841,34"
"""0303130059 TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES NEUROLOGICAS"";6692346;471735091,33"
"""0303130067 TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES ONCOLOGICAS"";568893;40636739,49"
"""0303130075 TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES OSTEOMUSCULARES E DO TECIDO CONJUNT"";307180;20972337,57"
"""0303130083 TRATAMENTO DE PACIENTES SOB CUIDADOS PROLONGADOS EM HANSENIASE"";51363;1450195,68"
"""0303140020 TRATAMENTO DA FIBROSE CISTICA COM MANIFESTACOES PULMONARES"";5938;2922494,59"
"""0303140038 TRATAMENTO DAS AFECCOES NECROTICAS E SUPURATIVAS DAS VIAS AEREAS INFERIORES"";4310;2147322,01"
"""0303140046 TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES"";875667;433495873,72"
"""0303140054 TRATAMENTO DAS DOENCAS PULMONARES DEVIDO A AGENTES EXTERNOS"";10584;3908842,76"
"""0303140062 TRATAMENTO DE CARDIOPATIA PULMONAR NAO ESPECIFICADA (COR PULMONALE)"";7582;4939088,43"
"""0303140070 TRATAMENTO DE DOENCA DO OUVIDO EXTERNO MEDIO E DA MASTOIDE"";66806;9967110,33"
"""0303140089 TRATAMENTO DE DOENCAS RESPIRATORIAS QUE AFETAM PRINCIPALMENTE O INTERSTICIO"";16572;7457801,18"
"""0303140097 TRATAMENTO DE HEMORRAGIAS DAS VIAS RESPIRATORIAS"";16407;3181244,97"
"""0303140100 TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES"";135473;24591190,61"
"""0303140119 TRATAMENTO DE OUTRAS DOENCAS DA PLEURA"";80871;34466410,36"
"""0303140127 TRATAMENTO DE OUTRAS DOENCAS DAS VIAS AEREAS SUPERIORES"";31262;5934191,70"
"""0303140135 TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO"";434917;221663153,31"
"""0303140143 TRATAMENTO DE OUTRAS INFECCOES AGUDAS DAS VIAS AEREAS INFERIORES"";416540;80346896,14"
"""0303140151 TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)"";3279546;1914174888,18"
"""0303150017 TRATAMENTO DE DOENCAS DOS ORGAOS GENITAIS MASCULINOS"";53605;3554510,01"
"""0303150025 TRATAMENTO DE DOENCAS GLOMERULARES"";72470;24948817,12"
"""0303150033 TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS"";145077;29745273,36"
"""0303150041 TRATAMENTO DE DOENCAS RENAIS TUBULO-INTERSTICIAIS"";61745;21542879,70"
"""0303150050 TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO"";1035234;231627747,83"
"""0303150068 TRATAMENTO DE OUTROS TRANSTORNOS DO RIM E DO URETER"";27905;7926822,43"
"""0303160012 TRATAMENTO DE ENTERITE NECROSANTE DO FETO E DO RECEM-NASCIDO"";517;83893,78"
"""0303160020 TRATAMENTO DE INFECCOES ESPECIFICAS DO PERIODO PERINATAL"";126330;29086224,47"
"""0303160039 TRATAMENTO DE OUTROS TRANSTORNOS ORIGINADOS NO PERIODO PERINATAL"";571984;157059365,92"
"""0303160047 TRATAMENTO DE TRANSTORNOS HEMORRAGICOS E HEMATOLOGICOS DO FETO E DO RECEM-NASCIDO"";388323;105143075,07"
"""0303160055 TRATAMENTO DE TRANSTORNOS RELACIONADOS C/ A DURACAO DA GESTACAO E C/ O CRESCIMENTO FETAL"";306747;251350035,30"
"""0303160063 TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL"";381297;193051986,65"
"""0303160071 TRATAMENTO DE TRAUMATISMO DE PARTO NO NEONATO"";2258;400754,61"
"""0303170093 TRATAMENTO EM PSIQUIATRIA (POR DIA)"";5238170;239866481,31"
"""0303170107 TRATAMENTO EM PSIQUIATRIA EM HOSPITAL DIA"";604161;24090340,31"
"""0303170131 TRATAMENTO CLINICO EM SAUDE MENTAL EM SITUACAO DE RISCO ELEVADO DE SUICIDIO."";1294038;50294378,93"
"""0303170140 TRATAMENTO CLINICO PARA CONTENCAO DE COMPORTAMENTO DESORGANIZADO E/OU DISRUPTIVO"";3355812;150029786,94"
"""0303170158 TRATAMENTO CLINICO PARA AVALIACAO DIAGNOSTICA E ADEQUACAO TERAPEUTICA, INCLUINDO NECESSIDADES"";405774;16997629,36"
"""0303170166 TRATAMENTO CLINICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ALCOOL"";1050055;44142519,63"
"""0303170174 TRATAMENTO CLINICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ?CRACK?."";205667;7192128,06"
"""0303170182 TRATAMENTO CLINICO DOS TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DAS DEMAIS DROGAS E/OU OU"";1292901;53299398,10"
"""0303170190 TRATAMENTO EM PSIQUIATRIA DE CURTA PERMANENCIA POR DIA (PERMANENCIA ATE 90 DIAS)"";11771196;888021905,38"
"""0303170204 TRATAMENTO EM PSIQUIATRIA POR DIA (COM DURACAO SUPERIOR A 90 DIAS DE INTERNACAO OU REINTERNACAO"";1378835;83108325,49"
"""0303180030 TRATAMENTO DE AFECCOES DO APARELHO DIGESTIVO EM HIV/AIDS"";33197;8824875,98"
"""0303180048 TRATAMENTO DE AFECCOES DO SISTEMA NERVOSO EM HIV/AIDS"";33087;19085911,75"
"""0303180056 TRATAMENTO DE AFECCOES DO SISTEMA RESPIRATORIO EM HIV/AIDS"";47080;25781983,50"
"""0303180064 TRATAMENTO DE DOENCAS DISSEMINADAS EM AIDS"";43236;20516510,82"
"""0303180072 TRATAMENTO DE HIV / AIDS"";160069;3750718,34"
"""0303190019 TRATAMENTO EM REABILITACAO"";1112127;46632256,86"
"""0304010111 INTERNACAO P/ RADIOTERAPIA EXTERNA (COBALTOTERAPIA / ACELERADOR LINEAR)"";13275;305763,85"
"""0304010359 INTERNACAO PARA RADIOTERAPIA ESTEREOTAXICA DO SISTEMA NERVOSO CENTRAL"";605;13245,69"
"""0304010499 BRAQUITERAPIA OFTALMICA"";115;1086724,42"
"""0304010596 INTERNACAO PARA BRAQUITERAPIA"";61;1401,44"
"""0304080020 INTERNACAO P/ QUIMIOTERAPIA DE ADMINISTRACAO CONTINUA"";404957;441764162,76"
"""0304080039 INTERNACAO P/ QUIMIOTERAPIA DE LEUCEMIAS AGUDAS / CRONICAS AGUDIZADAS"";664159;372605029,21"
"""0304080047 QUIMIOTERAPIA INTRA-ARTERIAL"";852;313856,32"
"""0304080063 QUIMIOTERAPIA INTRACAVITARIA"";43;16236,57"
"""0304090018 IODOTERAPIA DE CARCINOMA DIFERENCIADO DA TIREOIDE (150 MCI)"";6993;8776603,67"
"""0304090026 IODOTERAPIA DE CARCINOMA DIFERENCIADO DA TIREOIDE (100 MCI)"";6838;7075620,93"
"""0304090034 IODOTERAPIA DE CARCINOMA DIFERENCIADO DA TIREOIDE (200 MCI)"";2360;3354762,41"
"""0304090042 IODOTERAPIA DE CARCINOMA DIFERENCIADO DA TIREOIDE (250 MCI)"";1210;2129619,78"
"""0304100013 TRATAMENTO DE INTERCORRENCIAS CLINICAS DE PACIENTE ONCOLOGICO"";2320835;106003374,78"
"""0304100021 TRATAMENTO CLINICO DE PACIENTE ONCOLOGICO"";998775;359455029,30"
"""0305010034 DIALISE PERITONEAL P/ PACIENTES RENAIS AGUDOS"";90910;11475421,14"
"""0305010042 HEMODIALISE CONTINUA"";601175;169316978,74"
"""0305010131 HEMODIALISE P/ PACIENTES RENAIS AGUDOS / CRONICOS AGUDIZADOS S/ TRATATAMENTO DIALITICO INICIADO"";4971956;1439129830,01"
"""0305010140 HEMOFILTRACAO"";61253;7208866,72"
"""0305010158 HEMOFILTRACAO CONTINUA"";7925;894270,40"
"""0305010174 TRATAMENTO DE INTERCORRENCIA EM PACIENTE RENAL CRONICO SOB TRATAMENTO DIALITICO ( POR DIA)"";970215;89428675,09"
"""0305010190 ULTRAFILTRACAO"";154717;17700130,76"
"""0305020013 TRATAMENTO DA PIELONEFRITE"";420183;82828650,35"
"""0305020021 TRATAMENTO DE CALCULOSE RENAL"";180139;32991484,47"
"""0305020030 TRATAMENTO DE HIPERTENSAO NEFROGENA E RENOVASCULAR"";1295;176961,08"
"""0305020048 TRATAMENTO DE INSUFICIENCIA RENAL AGUDA"";220869;54726720,01"
"""0305020056 TRATAMENTO DA DOENCA RENAL CRONICA - DRC"";372520;175645244,82"
"""0306020017 AFERESE TERAPEUTICA"";14740;251135,52"
"""0306020025 APLICACAO DE CONCENTRADO DO FATOR IX DA COAGULACAO."";25393;-"
"""0306020033 APLICACAO DE FATOR VIII DE COAGULACAO"";6401;-"
"""0306020041 SANGRIA TERAPEUTICA"";3918;18375,42"
"""0306020050 TRANSFUSAO DE CONCENTRADO DE GRANULOCITOS"";1809;15177,51"
"""0306020068 TRANSFUSAO DE CONCENTRADO DE HEMACIAS"";8908509;75157690,81"
"""0306020076 TRANSFUSAO DE CONCENTRADO DE PLAQUETAS"";2668865;22391240,39"
"""0306020084 TRANSFUSAO DE CRIOPRECIPITADO"";492360;4130757,77"
"""0306020092 TRANSFUSAO DE PLAQUETAS POR AFERESE"";149302;1207853,18"
"""0306020106 TRANSFUSAO DE PLASMA FRESCO"";1617928;13638221,79"
"""0306020114 TRANSFUSAO DE PLASMA ISENTO DE CRIOPRECIPITADO"";23283;195335,98"
"""0306020122 TRANSFUSAO DE SANGUE / COMPONENTES IRRADIADOS"";525186;8949067,20"
"""0306020130 TRANSFUSAO DE SUBSTITUICAO / TROCA (EXSANGUINEOTRANSFUSAO)"";8946;159059,88"
"""0306020149 TRANSFUSAO DE UNIDADE DE SANGUE TOTAL"";87330;732648,36"
"""0306020157 TRANSFUSAO FETAL INTRA-UTERINA"";234;4160,52"
"""0306020165 APLICACAO DE CONCENTRADO DE FATOR VIII PARA DOENCA DE VON WILLEBRAND"";492;-"
"""0306020173 APLICACAO DE CONCENTRADO DO FATOR DE VII ATIVADO RECOMBINANTE"";1207;-"
"""0306020181 APLICACAO DE CONCENTRADO DO FATOR XIII DA COAGULACAO"";40;-"
"""0306020190 APLICACAO DO COMPLEXO PROTROMBINICO"";126;-"
"""0306020203 APLICACAO DE COMPLEXO PROTROMBINICO PARCIALMENTE ATIVADO"";408;-"
"""0306020211 APLICACAO DE CONCENTRADO DE FATOR I - FIBRINOGENIO"";50;-"
"""0307010015 CAPEAMENTO PULPAR"";233;-"
"""0307010023 RESTAURACAO DE DENTE DECIDUO"";224;-"
"""0307010031 RESTAURACAO DE DENTE PERMANENTE ANTERIOR COM RESINA COMPOSTA"";6846;-"
"""0307010040 RESTAURACAO DE DENTE PERMANENTE POSTERIOR"";662;-"
"""0307010058 TRATAMENTO DE NEVRALGIAS FACIAIS"";15670;171257,89"
"""0307010074 TRATAMENTO RESTAURADOR ATRAUMATICO (TRA/ART)"";890;-"
"""0307010082 RESTAURACAO DE DENTE DECIDUO POSTERIOR COM RESINA COMPOSTA"";1113;-"
"""0307010090 RESTAURACAO DE DENTE DECIDUO POSTERIOR COM AMALGAMA"";575;-"
"""0307010104 RESTAURACAO DE DENTE DECIDUO POSTERIOR COM IONOMERO DE VIDRO"";993;-"
"""0307010112 RESTAURACAO DE DENTE DECIDUO ANTERIOR COM RESINA COMPOSTA."";822;-"
"""0307010120 RESTAURACAO DE DENTE PERMANENTE POSTERIOR COM RESINA COMPOSTA"";3749;-"
"""0307010139 RESTAURACAO DE DENTE PERMANENTE POSTERIOR COM AMALGAMA"";3090;-"
"""0307010147 ADEQUACAO DO COMPORTAMENTO DA PESSOA COM DEFICIENCIA"";1544;-"
"""0307010155 ADEQUACAO DO COMPORTAMENTO DE CRIANCAS"";790;-"
"""0307020010 ACESSO A POLPA DENTARIA E MEDICACAO (POR DENTE)"";609;-"
"""0307020029 CURATIVO DE DEMORA C/ OU S/ PREPARO BIOMECANICO"";10340;-"
"""0307020037 TRATAMENTO ENDODONTICO DE DENTE DECIDUO"";421;2354,50"
"""0307020045 TRATAMENTO ENDODONTICO DE DENTE PERMANENTE BIRRADICULAR"";857;4899,75"
"""0307020053 TRATAMENTO ENDODONTICO DE DENTE PERMANENTE COM TRES OU MAIS RAIZES"";352;2439,45"
"""0307020061 TRATAMENTO ENDODONTICO DE DENTE PERMANENTE UNIRRADICULAR"";256;1132,48"
"""0307020070 PULPOTOMIA DENTARIA"";147;-"
"""0307020088 RETRATAMENTO ENDODONTICO EM DENTE PERMANENTE BI-RADICULAR"";6;34,26"
"""0307020096 RETRATAMENTO ENDODONTICO EM DENTE PERMANENTE COM 3 OU MAIS RAIZES"";3;20,85"
"""0307020100 RETRATAMENTO ENDODONTICO EM DENTE PERMANENTE UNI-RADICULAR"";17;75,41"
"""0307020118 SELAMENTO DE PERFURACAO RADICULAR"";7;17,92"
"""0307030024 RASPAGEM ALISAMENTO SUBGENGIVAIS (POR SEXTANTE)"";24867;-"
"""0307030032 RASPAGEM CORONO-RADICULAR (POR SEXTANTE)"";18824;23586,72"
"""0307030040 PROFILAXIA / REMOCAO DA PLACA BACTERIANA"";136066;-"
"""0307030059 RASPAGEM ALISAMENTO E POLIMENTO SUPRAGENGIVAIS (POR SEXTANTE)"";24906;-"
"""0307030067 TRATAMENTO DE GENGIVITE ULCERATIVA NECROSANTE AGUDA (GUNA)"";49;-"
"""0307030075 TRATAMENTO DE LESOES DA MUCOSA ORAL"";51241;-"
"""0307030083 TRATAMENTO DE PERICORONARITE"";113;-"
"""0307040011 COLOCACAO DE PLACA DE MORDIDA"";261;472,34"
"""0307040062 MANUTENCAO PERIODICA DE PROTESE BUCO-MAXILO-FACIAL"";454;527,80"
"""0307040070 MOLDAGEM DENTO-GENGIVAL P/ CONSTRUCAO DE PROTESE DENTARIA"";76;-"
"""0307040089 REEMBASAMENTO E CONSERTO DE PROTESE DENTARIA"";183;235,36"
"""0307040135 CIMENTACAO DE PROTESE DENTARIA"";19;-"
"""0307040143 ADAPTACAO DE PROTESE DENTARIA"";39;-"
"""0307040151 AJUSTE OCLUSAL"";141;-"
"""0307040160 INSTALACAO DE PROTESE DENTARIA"";35;-"
"""0308010019 TRATAMENTO CLINICO/CONSERVADOR DE TRAUMATISMOS DE QUALQUER LOCALIZACAO"";892484;198438925,52"
"""0308010027 TRATAMENTO DE EFEITOS DE ASFIXIA / OUTROS RISCOS A RESPIRACAO"";2950;518465,72"
"""0308010035 TRATAMENTO DE TRAUMATISMOS C/ LESAO DE ORGAO INTRA-TORACICO E INTRA-ABDOMINAL"";49028;13710110,42"
"""0308010043 TRATAMENTO DE TRAUMATISMOS ENVOLVENDO MULTIPLAS REGIOES DO CORPO"";50274;14494345,73"
"""0308020014 HEMODIAFILTRACAO CONTINUA"";5278;600737,97"
"""0308020022 TRATAMENTO DE EFEITOS DO CONTATO C/ ANIMAIS E PLANTAS VENENOSOS"";105780;21687954,24"
"""0308020030 TRATAMENTO DE INTOXICACAO OU ENVENENAMENTO POR EXPOSICAO A MEDICAMENTO E SUBSTANCIAS DE USO NAO MEDI"";158762;22906585,25"
"""0308030010 TRATAMENTO DE EFEITOS DA PENETRACAO DE CORPO ESTRANHO EM ORIFICIO NATURAL"";15693;2822325,54"
"""0308030028 TRATAMENTO DE EFEITOS DE OUTRAS CAUSAS EXTERNAS"";22921;3947308,57"
"""0308030036 TRATAMENTO DE QUEIMADURAS CORROSOES E GELADURAS"";10595;1705943,77"
"""0308040015 TRATAMENTO DE COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU CLINICOS"";360184;75884292,71"
"""0308040023 TRATAMENTO DE EVENTOS ADVERSOS POS-VACINAIS"";548;89240,07"
"""0309010039 GASTROSTOMIA ENDOSCOPICA PERCUTANEA (INCLUI MATERIAL E SEDACAO ANESTESICA)"";30510;18098105,40"
"""0309010047 NUTRICAO ENTERAL EM ADULTO"";16487523;543133896,00"
"""0309010055 NUTRICAO ENTERAL EM NEONATOLOGIA"";1176787;23376483,90"
"""0309010063 NUTRICAO ENTERAL EM PEDIATRIA"";1603989;32041435,50"
"""0309010071 NUTRICAO PARENTERAL EM ADULTO"";1001123;65728737,00"
"""0309010080 NUTRICAO PARENTERAL EM NEONATOLOGIA"";934739;31490152,50"
"""0309010098 NUTRICAO PARENTERAL EM PEDIATRIA"";277957;14157416,25"
"""0309010101 PASSAGEM DE SONDA NASO ENTERICA (INCLUI MATERIAL)"";1234054;38354535,80"
"""0309030056 DILATACAO DE URETRA (POR SESSAO)"";1495;6095,54"
"""0309030099 INSTILACAO DE URETRA E BEXIGA"";26;92,45"
"""0309030145 MASSAGEM DE PROSTATA (POR SESSAO)"";2;3,56"
"""0309040019 AVALIACAO DE MARCAPASSO"";735;16812,03"
"""0309040027 CARDIOVERSAO ELETRICA"";27062;879082,37"
"""0309050014 SESSAO DE ACUPUNTURA APLICACAO DE VENTOSAS / MOXA"";20;-"
"""0309050022 SESSAO DE ACUPUNTURA COM INSERCAO DE AGULHAS"";591;-"
"""0309050030 SESSAO DE ELETROACUPUNTURA/LASER ACUPUNTURA"";3274;-"
"""0309050049 SESSAO DE AURICULOTERAPIA"";95;-"
"""0309050057 SESSAO DE MASSOTERAPIA"";1408;-"
"""0309050065 TRATAMENTO TERMAL/CRENOTERAPICO"";176;-"
"""0309050073 TRATAMENTO NATUROPATICO"";9028;-"
"""0309050081 TRATAMENTO OSTEOPATICO"";700;-"
"""0309050120 SESSAO DE AROMATERAPIA"";187;-"
"""0309050138 SESSAO DE CROMOTERAPIA"";6;-"
"""0309050146 SESSAO DE GEOTERAPIA"";5;-"
"""0309050162 SESSAO DE IMPOSICAO DE MAOS"";10778;-"
"""0309050170 SESSAO DE OZONIOTERAPIA APLICADA A ODONTOLOGIA"";793;-"
"""0309050189 SESSAO DE TERAPIA DE FLORAIS"";235;-"
"""0309050197 TRATAMENTO HOMEOPATICO"";6;-"
"""0309050200 TRATAMENTO FITOTERAPICO"";39;-"
"""0309050219 TRATAMENTO ANTROPOSOFICO"";4;-"
"""0309050227 TRATAMENTO AYURVEDICO"";8;-"
"""0309060010 INSTALACAO DE CATETER DUPLO LUMEN POR PUNCAO"";11370;1341482,11"
"""0309060036 INSTALACAO DE CATETER MONO LUMEN POR PUNCAO"";799457;73590552,00"
"""0310010020 ATENDIMENTO AO RECEM-NASCIDO NO MOMENTO DO NASCIMENTO"";-;524919896,65"
"""0310010039 PARTO NORMAL"";4401497;2004833899,01"
"""0310010047 PARTO NORMAL EM GESTACAO DE ALTO RISCO"";593302;370049680,95"
"""0310010055 PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN)"";140852;61812436,42"
"""0311010016 ATENDIMENTO MULTIPROFFISSIONAL EM CUIDADOS PALIATIVO NA ATENCAO ESPECIALIZADA"";9168;-"
"""0401010015 CURATIVO GRAU II C/ OU S/ DEBRIDAMENTO"";29061585;996376068,72"
"""0401010023 CURATIVO GRAU I COM OU SEM DEBRIDAMENTO"";662680;-"
"""0401010031 DRENAGEM DE ABSCESSO"";11685;-"
"""0401010040 ELETROCOAGULACAO DE LESAO CUTANEA"";4170;49730,18"
"""0401010058 EXCISAO DE LESAO E/OU SUTURA DE FERIMENTO DA PELE ANEXOS E MUCOSA"";890740;21348746,39"
"""0401010082 FRENECTOMIA/FRENOTOMIA."";26489;-"
"""0401010104 INCISAO E DRENAGEM DE ABSCESSO"";59214;761497,24"
"""0401020010 ENXERTO COMPOSTO"";10598;6579693,26"
"""0401020029 ENXERTO DERMO-EPIDERMICO"";36511;14151077,54"
"""0401020037 ENXERTO LIVRE DE PELE TOTAL"";25940;16605951,10"
"""0401020045 EXCISAO E ENXERTO DE PELE (HEMANGIOMA, NEVUS OU TUMOR )"";72477;27248934,01"
"""0401020053 EXCISAO E SUTURA DE LESAO NA PELE C/ PLASTICA EM Z OU ROTACAO DE RETALHO"";246911;98553413,26"
"""0401020061 EXERESE DE CISTO BRANQUIAL"";5364;2006070,95"
"""0401020070 EXERESE DE CISTO DERMOIDE"";75866;11318565,60"
"""0401020088 EXERESE DE CISTO SACRO-COCCIGEO"";31341;5195846,36"
"""0401020096 EXERESE DE CISTO TIREOGLOSSO"";7847;4131210,25"
"""0401020100 EXTIRPACAOE SUPRESSAO DE LESAO DE PELE E DE TECIDO CELULAR SUBCUTANEO"";277048;50246118,66"
"""0401020118 HOMOENXERTIA (ATO CIRURGICO PRE E POS-OPERATORIO)"";1795;496196,58"
"""0401020126 TRATAMENTO CIRURGICO DE ESCALPO PARCIAL"";2027;746752,93"
"""0401020134 TRATAMENTO CIRURGICO DE ESCALPO TOTAL"";319;196088,49"
"""0401020142 TRATAMENTO CIRURGICO DE HIPERCERATOSE PLANTAR COM (CORRECAO PLASTICA)"";994;310876,78"
"""0401020150 TRATAMENTO CIRURGICO DO SINUS PRE-AURICULAR"";3484;1311696,32"
"""0401020169 TRATAMENTO EM ESTAGIOS SUBSEQUENTES DE ENXERTIA"";4703;3008524,76"
"""0402010019 EXTIRPACAO DE BOCIO INTRATORACICO POR VIA TRANSESTERNAL"";1324;1002571,20"
"""0402010027 PARATIREOIDECTOMIA"";5870;4618919,01"
"""0402010035 TIREOIDECTOMIA PARCIAL"";17174;8722928,18"
"""0402010043 TIREOIDECTOMIA TOTAL"";38325;20837661,83"
"""0402010051 TIREOIDECTOMIA TOTAL COM ESVAZIAMENTO GANGLIONAR"";1179;1020583,89"
"""0402020014 SUPRARRENALECTOMIA BILATERAL"";120;98038,12"
"""0402020022 SUPRARRENALECTOMIA UNILATERAL"";2156;1654222,16"
"""0403010012 CRANIOPLASTIA"";85634;108702015,14"
"""0403010020 CRANIOTOMIA DESCOMPRESSIVA"";68444;53939279,55"
"""0403010039 CRANIOTOMIA DESCOMPRESSIVA DA FOSSA POSTERIOR"";7071;8021384,20"
"""0403010047 CRANIOTOMIA PARA RETIRADA DE CISTO / ABSCESSO / GRANULOMA ENCEFALICO"";3187;6693354,98"
"""0403010055 CRANIOTOMIA PARA RETIRADA DE CISTO / ABSCESSO / GRANULOMA ENCEFALICO (COM TECNICA COMPLEMENTAR)"";1599;3766767,87"
"""0403010063 CRANIOTOMIA PARA RETIRADA DE CORPO ESTRANHO INTRACRANIANO"";1581;2567322,06"
"""0403010071 CRANIOTOMIA PARA RETIRADA DE CORPO ESTRANHO INTRACRANIANO (COM TECNICA COMPLEMENTAR)"";706;1511282,95"
"""0403010080 DERIVACAO RAQUE-PERITONEAL"";1031;1485670,60"
"""0403010098 DERIVACAO VENTRICULAR EXTERNAR-SUBGALEAL EXTERNA"";80646;92273331,96"
"""0403010101 DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE"";49265;76122000,92"
"""0403010110 DESCOMPRESSAO DE ORBITA POR DOENCA OU TRAUMA"";1425;3479060,68"
"""0403010128 MICROCIRURGIA CEREBRAL ENDOSCOPICA"";12172;41062433,04"
"""0403010136 MICROCIRURGIA DA SIRINGOMIELIA"";405;956293,37"
"""0403010144 RECONSTRUCAO CRANIANA / CRANIO-FACIAL"";13326;27490498,14"
"""0403010152 RESSECCAO DE MUCOCELE FRONTAL"";691;586994,62"
"""0403010160 RETIRADA DE DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE"";6415;5564907,19"
